C_Dia_1,C_Dia_2,C_Dia_3,C_Dia_4,C_Dia_5,C_Dia_6,C_Dia_7,C_Dia_8,C_Dia_9,C_Dia_10,C_Dia_11,C_Dia_12,C_Dia_13,C_Dia_14,C_Dia_15,C_Dia_16,C_Dia_17,C_Dia_18,C_Dia_19,C_Dia_20,C_Dia_21,C_Dia_22,C_Dia_23,C_Dia_24,C_Dia_25,C_Dia_26,C_Dia_27,C_Dia_28,C_Dia_29,C_Dia_30,IAC,FLAG
92.03696840619519,124.23374235322348,68.189497710474,102.63304344367897,120.60871577817174,120.88683912224602,99.33590020233027,96.41871096904849,94.43113943994409,96.3612544556531,89.06814705433925,94.99929916588502,68.00321173422833,86.79090310327526,114.94693923119475,91.66899400836492,91.15724301255234,101.27332362290001,84.05949586708151,110.37557670411981,107.64896862035192,124.58945702810914,104.2254387074103,128.6565344820012,136.590014180789,107.75659565514114,84.47153735770281,100.45367241511973,96.59700359499053,106.02072086170568,0.6758454863514756,0
70.18646628098661,112.7533261317024,93.24716102722883,96.27207072888326,95.4157133339753,122.17107847534666,120.04986036638475,97.65283935815262,120.01343791259036,74.74401148578927,84.40310163207648,123.43531764059844,110.89053998844001,108.02055924454297,110.03446722577273,94.8909388338435,92.3284370682619,109.21820856476302,101.4884443507161,80.75371845435336,97.57466337962408,85.8076962830548,95.56042744170702,100.04234799299645,122.70167463083726,113.66819655693065,110.24594067098568,127.20509625692806,107.45992645547832,106.6323998327766,0.5544998560038478,0
123.25750739221115,82.84410689019008,128.5620488435951,118.56480636267997,92.97255829959526,71.42987959801805,113.92135916486622,110.55238222337537,91.81057109327608,115.37161168422593,89.66085065271419,99.66537191631353,84.77625143801374,113.52647031910426,103.97885535370604,101.06297495582704,107.7974350400654,106.6756404984128,71.86286360728553,98.63618795314306,99.46134394542355,94.1815926259867,110.34260242493588,114.1674978043624,102.13222018795061,59.93407051945367,130.1167257671953,100.82553728545817,82.80645539351363,110.1629174035055,0.6946346075362865,0
104.39608709948021,124.63022740204553,81.0975285224113,84.42184268734042,114.85249358438934,86.96069519517035,110.86887668084684,94.21760138631463,113.89386236626588,95.57415715291536,101.15617917072241,84.42188714446365,110.50314771278148,74.52324147399624,108.6538061602644,83.57961933958943,118.12659983704133,115.01989202199388,83.36038701253008,98.12237619557706,124.7925127950854,110.69609848429803,105.19799720228868,92.63475795176205,95.55790630249435,85.94289214478437,120.89297034627066,111.09296930025627,98.24861566997926,70.13129529954068,0.5459627479640298,0
109.3850102164751,102.69841226730217,97.14941447497759,114.67633168042053,104.17522951967004,103.27988960135947,114.46233826257968,104.71666886312279,51.377292620063194,98.5727781538402,78.70923466305939,49.366313497336,100.00809043943318,103.67915398326411,102.87990682933402,94.01004965649682,99.94784185447097,72.25887991182391,90.24289000811174,95.13891724297328,78.0198942483255,118.1391930833349,80.67833904898708,93.51792829646836,97.65628340983531,101.57681644795662,86.4675045774286,96.89357286074076,86.41871123239844,107.69732914327746,0.7280634590476361,0
85.15592769612128,117.7079832058732,121.05054955187786,87.48515431762627,103.96412765058818,104.91716610361185,105.60300525117653,116.52606792679313,94.9070476500102,102.7744388101313,92.50312473186492,88.91891912042608,98.17394119324561,120.95648457426941,125.34789334398997,122.87398920669918,78.34422445607419,121.65464027769366,93.59509547025694,76.03818672506316,70.73849008942747,116.22109816588724,95.43938351270025,103.85884070544004,106.97912193445808,107.83719734641191,91.33177244495715,84.76738932931514,77.41652222358093,124.18405182450442,0.5393926479824408,0
96.68553739255503,90.37777607165572,83.04694412989114,128.8516869223743,102.88895378096957,106.52411557551848,99.6634592202914,104.87137359300313,122.86775771673854,85.28579909479946,109.37226734580813,138.19081803914187,93.06056085110664,85.94489528130839,112.77013183259706,104.11770981239926,103.86372623815654,89.2570822958001,114.77830259213651,130.54873535008122,92.85852295835731,127.84623276739502,86.64708140166486,110.65771130682792,88.17121432108016,84.80538106270063,97.46967008844159,79.62356132339157,100.66478024608674,115.66437696924922,0.5690973847177976,0
92.6049859801175,137.39499276149186,114.68287076172693,62.68287015197381,93.54536020068036,106.85032016095599,122.00173835348464,90.37409284521806,133.16034589023647,105.04749683231351,79.12025069804386,113.88856265091577,80.43995233245043,113.75059708883528,91.04841285448578,113.30263989232878,84.6094712866714,122.29226987715016,100.06657783914721,101.91982545515896,106.23306990755503,100.37166619745142,87.83283977874305,113.61588279563048,109.058963930205,95.47735990449809,107.9331157828398,100.4370233563011,104.39447940794639,90.1396698750803,0.7290700104124674,0
111.80626905613678,134.36413858886112,103.69757167648007,106.83856292756055,107.1974055305025,68.88039943680448,113.07286579131902,99.14094383766846,113.16739046858689,98.46990579809108,97.46822893876076,85.41497494275718,110.57722988407265,94.50096145241884,95.31133861907963,92.33342181506822,98.94220670908871,129.52981150576875,91.4640791373014,104.72964440155887,88.35185065704732,97.2786420832285,118.7124508535241,90.24650370656072,91.3411626851238,64.90949020280249,86.24203831536174,90.02719019346257,113.32066302457662,96.20903359963998,0.6960438189295228,0
105.07744611241621,103.00853795846415,105.58158208910294,131.87157104525443,103.14205125471659,128.50402636466447,95.6814088469812,117.83839691883678,102.60920812619217,121.9966358678287,83.67047735411442,98.04136814057243,105.22142937681018,100.828120134885,99.03403689062938,99.30062852177996,100.93670464994693,121.03314384254905,108.06048137402237,85.95774330887681,97.85250499546702,91.79744131359303,90.14690076559909,130.8278911388607,112.15341748453649,92.32354064899526,116.67034276259639,122.04921634286261,92.13895895835869,96.58406488698789,0.4576141133601115,0
